Loss,Acc
0.02933655217237849,0.2526210683974039
0.032256677233452685,0.8392411382925612
0.02354433788130775,0.8731902146779831
0.02436328190925177,0.8731902146779831
0.01594211596342783,0.8801797304043935
0.012438171294425288,0.9071392910634049
0.017438373672559716,0.9061407888167748
0.014830477176772555,0.8996505242136795
0.014003346849435636,0.9066400399400899
0.009097077576438904,0.90963554667998
0.00992931803122081,0.9236145781328008
0.008201560233145416,0.9226160758861708
0.0079431273591813,0.9266100848726909
0.009799053291759965,0.9161258112830754
0.01192506615405403,0.9256115826260609
0.006086800831076663,0.9301048427358961
0.012794559306771501,0.9365951073389915
0.004158052407285079,0.9500748876684972
0.0032169849912766636,0.9615576635047429
0.007037776143857823,0.9475786320519222
0.010035304151311762,0.9505741387918123
0.005002499780284275,0.9540688966550175
0.007720117926475775,0.9405891163255118
0.004927219460098537,0.946580129805292
0.010122332493651378,0.9360958562156765
0.006961793986733127,0.9445831253120319
0.010304500423725164,0.9490763854218672
0.00778747431032315,0.9610584123814279
0.005812110881324852,0.9505741387918123
0.003898485647621404,0.964053919121318
0.006393891119949624,0.9475786320519222
0.002506523293156374,0.9660509236145781
